Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
118406,B002FYJW8U,A2YRLTHUWHBMUM,LJDixon,0,0,5,1336003200,Best for cappuccino,"This product has the best consistency and flavor of any alternative milk. I am a coffee snob and have resisted giving up milk for my morning cappuccino until trying this. It froths perfectly and has no bitter taste or cardboard smell like many other alternatives. I think it is the closest you can get to the real thing. Since it must be bouhgt by the case, I also use it for cooking and cereal and have never been disappointed."
300375,B000YT9L3O,AVL8500FA9KMZ,"Crittercove ""crittercove""",0,1,5,1266710400,Not a ringer for Nabisco!,"I can't speak for anyone else, but I am most definitely not a spokesperson for Nabisco!  I love these cookies.  They are super yummy,not too sweet, not too ""blah.""  They do not taste like a ""diet"" cookie.  I like these as well, probably better, than your normal, everyday ""who cares about weight"" cookie.<br /><br />I will say this.  I am not a fan of marshmallow.  I don't like marshmallow peeps, marshmallow in cookies, marshmallow ""moon pies,"" any of that. I DO however, like the marshmallow in these cookies.  So that said, it means the marshmallow in the Snackwells is very different than what you find in the above-mentioned snack/sweets.  Therefore if you do like the peeps, moonpies, etc., you may or may not like the Snackwells.  However, the marshmallow is such a small part of this cookie, I don't think it will matter.  The star of this show is the fudgy chocolate.<br /><br />For the person who felt the cookies were bad, I wonder if there could have been a small hole in the packaging and they were, in fact, stale.  I don't typically have any sitting around long enough to go stale, but when I do, they do lose their positive attributes!<br /><br />I think my only ""complaint"" about this cookie is the fact they are so good, I end up eating too many, taking away any advantage of the fewer calories they contain."
5951,B001O2IX8E,AEXLGWJNBXQL6,Heather,0,0,2,1300752000,babybmom,"My 9 mo. old daughter only eats earth's best products and loves all of them - that is, except this. I can't figure out what it is, but we finally concluded that it smells a little like catfood. I tried feeding her this mango chicken flavor a few different times and she would only eat a few bites. I gave up and donated the rest to the food bank hoping someone else's child would like it. I have had a good experience with the ""subscribe and save"" products in general, no broken jars and the quick delivery is great. I find that it is cheaper than whole foods (even with the coupons). This is the only flavor of earth's best baby food that my daughter dislikes. For what it's worth, I suggest skipping this one or trying it in a variety pack first."
347318,B001IW7UPW,A8M7ANUE1D6YE,Elizabeth S. Wood,0,0,5,1292976000,Diet root beer,"We first tried this root beer (Saranac) when we were visiting our daughter in Rome, NY. Since then, that root beer is the only kind we like.  Whenever we go up there (from Florida) we buy a couple of cases. I wish we could find it down here, but we can't. I am so glad I found this on amazon.com!  Five stars, for sure!"
369529,B001D0DMME,A36O7RRPGI5C1W,veebee,2,2,5,1335139200,Yummy!,I can't believe these are healthy for you as they are so yummy. I love them. I will be ordering more in the near future.
249896,B000FSPQTM,A1M7HM2G33XFR1,R. Jenkins,0,2,4,1203120000,I Liked It,"I liked this, but the flavor was not as intense as I hoped for. Still good though!"
358225,B0032CJPOK,A35JVJVRFVWGH3,usafpilotmama,8,9,1,1311811200,"exactly, down the molecule, the same formula as Wal-Mart's Organic baby formula","Buyers beware of this rip off--the Earth's Best infant formula (and Vermont Organic) is produced by exactly the same manufacturer and are the same to the microgram.  Literally THE EXACT SAME STUFF just re-packaged and marked up 40-60%, depending upon where you are buying it.  Go with the Wal Mart Organic brand if you want this formula, because you're throwing your money away otherwise.  I was glad I'd only bought one can of the Earth's Best before I realized this!"
188950,B001E0TBA0,A3GF6WXRV7YKQ7,nem,9,9,3,1278374400,"Worked on leg cramps, no effect on sleep","Since starting this powder about 6 weeks ago, I haven't noticed any effect on my sleep, but the number of times I have been woken up by leg cramps (a.k.a. charley horses) has diminished considerably. (I'm pregnant, so both sleep disturbances and leg cramps are common.) As to the taste, the powder mixed with water is not unpleasant and doesn't have much of a taste. I prefer to mix it with water, lemon juice, and pomegranate juice -- it's delicious!"
400285,B001ELL3GO,A3223MR0RBJG6H,"AlmondJoy ""almondjoy""",1,1,5,1247097600,Frontier Organic Vanilla Beans,"These are wonderful, moist vanilla beans.  I like to use a small amount ground with my coffee beans to mellow out my coffee each morning."
109547,B004TNXDDU,A680RUE1FDO8B,Jerry Saperstein,1,1,5,1347667200,Luscious!,"I am addicted to these candies. They have a somewhat hard, but still chewable outer shell and a wonderfully sweet jelly filled center. The fruit flavors are strong and last throughout the short life of the candy.<br /><br />  They're expensive for what you get, but like I said, I'm addicted.<br /><br />  I wish I could buy the flavors ala carte, in which case, I would buy very little if any of the lemon, which is my least favorite.<br /><br />  Since my grandchildren discovered these on the kitchen counter, my supplies diminish all the quicker.<br /><br />  Judging from my own experience, a lot of people won't like these candies. They have a very intense taste and the jelly filling can stick to your teeth for a moment or two until you swish it away with your tongue.<br /><br />  But then there are the people like me who could eat them all the time.<br /><br />Jerry"
439047,B0009P5Y9I,A3G5GFBLYWSE4R,Jess,0,0,5,1298764800,"Great Espresso, easy clean up!","Lavazza Gran Crema makes a great tasting espresso/latte and the pods make clean up quick.  It has a lower price than other brands, without sacrificing flavor."
205851,B001EO67IK,A2T971XOAYGU2R,MM&I,0,0,5,1341014400,"Love, love, love this coffee!","I have been a Lavazza fan for years and was extremely happy to find a sustainable, fair-trade option.  This coffee is good for both drip and espresso makers.  Mild, nutty taste with a clean finish.  I am on monthly shipping for this product so that I can enjoy it both at home and my office."
487298,B000PDWBKO,A2BQGOM8XAVZDX,COOKSALOT,1,1,4,1297036800,Good popcorn,"This is good popcorn. I think it isn't salty enough for my taste, but I just add more popcorn salt to it. All the kernels do not pop, but it is still very good. We make it every weekend. Our company loves it."
494400,B0001I9XRM,A33LDRC3KQWV1S,"Beverly Hampton ""Bev""",1,1,5,1248825600,Balsamic Vinegar,"Fantastic flavor, excellent for salads, vegetables, dips!!! Excellent blend of any I've tried and worth the price."
547200,B002ESMK4U,AU8TDGWB31XSP,Brice,0,0,1,1326585600,Fake Tasting!!!,"This coffee has way to strong of a smell and doesn't taste like Southern Pecan Roast at all. I am not a flavored coffee drinker but the pecan roasts at coffee shops that I've had are really good, this stuff just has way to much flavor/smell. Honestly this coffee tastes more like a hazelnut or something like that. I would not suggest getting this coffee if you're like me and don't drink flavored coffee but want a lightly flavored pecan roast. Now I've got tons of coffee I could care less to drink."
208721,B003C5TCYU,A3OBI9T5SQ4GFR,"Clara ""Internet Shopper""",0,0,5,1341619200,Excellent Service,"I was skeptical to buy dog food by mail, given the cost. However, this supplier shipped two huge bags for only $5.00 so how could I go wrong? They shipped to me in huge boxes. I wasn't able to immediately find this brand and variety locally and wanted to try it. My dogs loved it and it got high ratings for quality and ingredients in an independent study. Better than the usual grocery store brands I had been buying but the cost of some of the other brands put me off. If you cannot find at a reasonable price locally, I'd recommend this supplier."
432139,B000HBIHK2,A19XE6G6NDZFPS,Joanna Mechlinski,8,8,5,1167177600,I love this stuff!,"I've been drinking Lipton Cold Brew for several years now, and honestly, it's one of my favorite drinks. All you have to do is soak a tea bag in a pitcher of cold water for a few minutes, add a little sugar according to your tastes (although, really, you could drink it without any) and you're good to go!<br /><br />Although Lipton also offers Cold Brew bags for individual glasses, I find that's kind of a pain, if you drink any real amount. It's much easier to brew an entire pitcher and put it in your fridge, instead of bothering with individual glasses."
439565,B0000ICLLS,A16TMLUF1PZUZB,yoyo,0,0,4,1322524800,candy,this candy reminds me of home i like it alot but some of them were melted make sure to order it during cold weather and happy holidays!
137549,B001E530J8,A2EC1YJCR6XVBL,Betty Bills,0,0,5,1319760000,Good buy! Good taste!,I bought this coffee for my honey. He has his own ideas about how coffee should taste and this one has been satisfactory. We save a little money and have the convenience of the coffee coming automatically to the house. You can't beat a deal like that!
163321,B000CQID1A,A178QZJBSU8D0I,"~Cassandra~ ""RebelCass""",2,2,5,1238371200,Quick snack on a road march.,"My Husband and his fellow soldiers love that I send snacks like the Slim-Jims because they are always appreciative of a quick, easy snack during their training exercises and on road marches. I prefer to buy in bulk, so that I know they are stocked, even temporarily. These meat sticks are thoroughly enjoyed, and the price can't be beat."
358927,B003CIBPN8,A3U2HPTLB01BJ8,D. A. Hatton,0,1,5,1319328000,Drink it cold,The Coconut water I received was exactly as expected. Packaging could have been a little bit better as the bottles were all loose in the box.
144234,B004IRGDFW,A703BTRW71AYV,joey,0,0,2,1321315200,to much money,"I ordered this coffee a while back when it was $.40 a cup. I enjoy the Hazelnut creme as well as the Breakfast Blend. I would be willing to buy this coffee again but not at the current price of a dollar something per cup, that's ridiculous. There are a lot of K Cups out there for cheaper that are as of similiar quality. I don't know why they would even think this is a good price!!!!"
128003,B000EZIEFO,A3R4794K2RVU1S,Danny Yu,1,1,5,1338163200,Fresh and tasty Cayenne Pepper - generous amount and good value,"As other reviewers have mentioned, cayenne pepper is also good to deter animals from getting into certain places. It has been good for cats, and smaller dogs, not so much for my curious Labrador who will smell and eat anything.<br /><br />This Tone's Ground Cayenne Pepper is a great for my cooking needs. The cayenne pepper is fresh, tasty, and has good value for the price."
447771,B000UXHCYO,A2GOE7ITDGYVE,Lee Brownell,6,7,4,1244332800,Great Rice but a little pricey,When trader Joe's stop carrying wild rice I ordered this. It is wonderful rice but more per pound than trader joe's. Trader Joe's has begun carrying wild rice again at $5 a one pound bag.
436308,B000NMJ6AK,A1ZIN9RZ6L2QVK,Pat & Chuck,7,7,4,1267660800,Has been steadily losing leaves,Received as a gift just prior to Xmas 2009. Not my first Bonsai. Receives plenty of light and water. Have added Superthrive to water  as recommended by Bonsai enthusiasts. Has progressively lost leaves. At the rate it is going I will soon have only branches. Called seller Brussels this past Monday but as of this writing my call has not been returned.<br /><br />Updated: Found out that it is normal for the tree to lose almost all its leaves in the winter. The tree now has quite a bit of new growth.
465778,B000FDOUXA,A11UD5TNNXRCC,"D. Shaha ""Dawn""",0,0,5,1154390400,Great alternative to regular pasta!!!!,Tried this for the first time the other night and was I impressed!!!  It cooks and tastes just like regular whole wheat pasta - can't even tell the difference!  Highly recommend for those of you looking to add true whole grains to your diet and for those with wheat allergies!
400686,B0052XN0EI,A2JKGYJ3RZQNU4,WOOD1996,3,6,5,1308182400,"Great popcorn,even better customer service!","Great Northern Popcorn is the best.  We have used this popcorn both on the stove top and in our popcorn machine, it can't be beat!  Even better is the customer service at Discount Tommy!  They stand behind absolutely everything they sell!"
11176,B00213ERI0,AFDT9VMWE601S,Born to Read,0,0,5,1275868800,Delicious and healthy,"My review is for the Cinnamon cookie in the small bag.  I love them!!!  I do not have gluten issues, but I like the fact that the cookies are gluten free.  They are crunchy and satisfy my desire for something sweet.  Only 130 caloriesand 4.5 g of fat in three cookies.  Each pack has 4 cookies.  1.5 g of saturated fat, 0 trans fat, 0 cholesterol, 180 mg sodium, 1 g fiber, 21 g of carbs, and 2 g of protein.  Yummy, every bite.  Starbucks carries them sporadically, and I am so glad to be able to buy them from  Amazon!"
152125,B004RHN3L0,A2YHFLZ6HWZM1D,nerdsunite,0,0,2,1345507200,warning,"Dogs loved the treats but center of them is way too hard my retriver cross was concipated for a few days when he did poop it was the center of the treats, whole chuncks. I know this cause I live in the city and have to pick up the poop"
204673,B000LKXFTC,ACZA62F9MWNCS,"M. Leahy ""Mary""",4,6,4,1200960000,"Great product, poor packaging for shipment","I love organic ketchup - no pesticides, sugar instead of HFCS, natural ingredients, etc.  I decided to bite the bullet and order a case from here.  The box that holds the ketchup was set inside of a larger box, but only partially surrounded by brown wrapping paper.  UPS obviously dropped the box as it was split up one side, and the ketchup was damaged & leaked.  I don't know how many did this, but am not excited about having to wash them all off to see which ones had been damaged and which ones are just covered with dried ketchup.  That was such a disappointment as I really like purchasing hard-to-find items here on Amazon!"
170117,B001P244GI,A3HPYSQD189HGG,Psibeast,0,0,5,1339372800,Best hickory smoked salt I ever tasted,"I've sampled quite a few Hickory smoked salts trying to find the best one, and I finally settled for this.  When you open up the jar and sniff, you will recognize the unmistakable smell of a bonfire.  I love this stuff.  I use it on eggs, on potatoes and as a ""secret ingredient"" in many dishes such as Shepards pie.  Also tastes great on grilled meats.  I've gotten quite a few more people hooked on this stuff too."
19419,B000Y8Y5F4,A1KP1OXO8Y4ERR,W.I,0,0,5,1334534400,Cost Plus,Wanted to let those in the States know that yesterday I found these at Cost Plus World Market. They have a new shipment of old/new candies. Old as in olden days that are re made for us generation x and y'rs.<br /><br />I am now officially hooked on pocket coffee!
487725,B003V8Y892,AJY1K15TQ4FMA,Scooter,1,1,5,1337472000,Great all Natural Sweetener - Buy in bulk and save money!,"If you are buying Truvia in bulk, I assume that you have already tried the product, so these is not much to say about that :-)  What I will say is that buying in bulk is definitely a money saver.  I tried the small 9.8 oz jars, I ended up using more and for the price, the packets save you more money if you figure out the cost p/oz.  I've been buying in bulk for well over a year without any issues with the product and will continue to do so."
462937,B000CQG8AS,A3MUSWDCTZINQZ,"Ulalume Jones ""Creative Gal""",0,0,3,1302739200,Comment on new box design...,"I love this tea, but I find the new box design annoying.  I don't really like the photos on the boxes and I have gotten two different types, this one and the Hazelnut one and both of them had flaps that ripped and they don't stand upright like the other style did, the old style with no picture.  I don't know why this is, but it bothers me enough to tell others about it."
231414,B003FDC2I2,A36KMEDWVCWBEG,MeShell,1,1,5,1326326400,Great for picky toddlers with picky moms.,This product really goes over well with toddlers who won't eat. I could give them pediasure but I doubt that is even close to being organic. This product really got my toddlers health on track. Thanks Orgain!<br /><br />BTW - I just bought this at Wegmans for $23. (if your lucky enough to have a Wegmans)
336921,B002ZDGTJG,A1W0B640VBLMX3,Kelly H,0,0,5,1310774400,My dog loves these,We have a newfie who will do just about anything for these. I've used them to coax her into the shower for a bath and as treats for staying still while cleaning her ears. They're also pretty healthy as far as dog treats go which is nice. The plastic container also helps to keep the cats from breaking in.
526973,B00186ZLL8,ANKPHTVQ4QJJG,"codyaya ""codyaya""",0,0,5,1322006400,"my favorite pasta, even after becoming vegan:)","My local stores never manage to keep this item on the shelves, so I resorted to Amazon:) Thankfully, here it is! 'Great price and fast delivery.<br /><br />No other spinach fetuccini will do; I've tried most all of them. This was my favorite pasta for years, then I became vegan and started to realize most of my favorite foods contained dairy. I am absolutely overjoyed to learn I don't have to give up this pasta, as DaVinci does not add egg like most others do. Yay DaVinci!"
76486,B002AR2XTC,A3EBHHCZO6V2A4,"Amaranth ""music fan""",2,4,5,1289606400,Nutritious and Delicious!,"Dr. McDougall's Lentil Soup is the right combination of healthy food and great flavor. Lentils are a great source of protein and fiber. This soup kicks it up a notch. It's a good basis for other soups. The Moroccan lentil stew with raisins in <a href=""http://www.amazon.com/gp/product/B002BFZ9MG"">Vegetarian Times (1-year auto-renewal)</a> uses this soup as its base. Blended with white beans, saffron, raisins, garlic, cumin, yogurt, and red pepper flakes, it's healthy and punchy.<br /><br />Dr. McDougall and his famous diet are based out of Santa Rosa, California, not far from the nutritionist for NBC's <a href=""http://www.amazon.com/gp/product/B000XEC7W2"">The Biggest Loser Workout (Full Program)</a> and Connie Gutterson, author of <a href=""http://www.amazon.com/gp/product/B0013L4D5I"">The Sonoma Diet: Trimmer Waist, Better Health in Just 10 Days!</a> who are based out of Napa. It's Bay Area health and goodness. Try it! It's delicious, nutritious and filling."
124828,B000F42EC8,AEY0K2SS5K8N6,Eiland Mom,1,1,5,1173484800,Earl Grey Tea,I am an Earl Grey drinker and his product has excellent taste and aroma.
261806,B0009JJB6G,A3W37DL6P9WZHC,SR,0,0,5,1243209600,Great little treats that dogs love!,"My dog loves these treats -- they're perfect because they're small enough, so I can give her lots without feeling like I'm giving her something bad!"
439338,B0041FCF1M,AKQLK8K47Q92C,Lori,1,1,5,1310515200,"Really, the best coffee I have ever had","I was living in Wyoming and the new coffee shop moved in to town,<br />and were serving Raven's Brew coffee.  I LOVED their roasts, and in<br />a couple of weeks had moved to Ketchikan, Alaska where it originated.<br />I wasn't in town 1 hr when, I was enjoying the first Deadman's Reach<br />latte of so many to come!  I taste tested each roast intently, and kept<br />coming back to Deadman's Reach.  I have enjoyed a pot every weekday morning<br />for about 3 years now, and still can't find anything more enjoyable.<br />It really does make my day.  Try it .... you'll like it!!"
131284,B003GPQFG4,AQTK54DGJVYPJ,Susanne C. Allen,0,0,5,1295654400,"So Good, so addictive","WOW, very tasty, bacon taste is not overpowering or nasty, it's just right and so good. I don't see those four boxes lasting very long."
293520,B001MQEN0O,A1Y6I4UFU8E9BY,Christine,0,0,5,1333929600,"Best for your puppies,...","Stella and Chew's carnivore kisses are a favorite with both my dogs.  Bogey stands in front of the pantry door staring at me until I break down and give him one of the kisses.  As usual with Stella & Chewy's their products are exactly as they claim to be.  I am so glad to have found this brand and will always be loyal.  My dogs love the beef dinner, their coats are shiny and they do not have a doggy odor anymore.  Bogey is white and has always had a problem with staining around his eyes.  This condition has cleared up almost completely.  I am a grateful pet mom."
373584,B009K2BBQG,A1ROUMJOGO4QMB,Steve,44,45,5,1312934400,"Excellent brew, economical too!","With the price of coffee continually rising, I've been on a search for a replacement to the expensive K cups for some time.  Their recent price increase is outrageous IMHO (I mean, how much coffee is really in there to justify the recent 15% or so increase?).  I've tried the My K-cup from Keurig.  It did ok, coffee was a little weak, and it was a bit of a hassle to swap out the holder and then cleaning out the grounds as well.<br /><br />I moved onto the EZ-cup pod holster, using tea filter bags.  This eliminated much of the mess, but the coffee quantity is a little low resulting in a weaker cup (but similar to the My K-cup).  Plus, I had to buy the bags and we're trying to save money here.<br /><br />Next came the solofill, but again, the coffee quantity is a little lower than I like.  Cleaning out the solofill isn't hard, but it takes longer than it should, due to the nooks/crannies in there.  Still better than the My K-cup as you don't have to pop out the holder.<br /><br />Ok, on to the the ekobrew.  They obviously put a lot of thought into the design of this thing.  The cutouts are exactly where they need to be and the water flows out more evenly thru the grounds.  Because of this design, there is a little more room in there for the grounds resulting in a better brew.  I've only used this a few times, but cleanup is easier than the My K-cup and solofill.  I would guess it's because the design is flatter on the bottom and the sides seem straighter.  Not quite as convenient as the EZ-cup, but it's a better cup and cheaper.<br /><br />I'll be looking into getting another one of these!"
427419,B001BBUA3Y,A1BROJ4TY8YJI8,"WalterZ ""WalterZ""",0,0,5,1292976000,Not your run of the mill sprinkles,"These chocolate sprinkles are different from the ones you find in most US supermarkets. Where most US sprinkles are made of wax and sugar, these are made of real chocolate. A real treat! I eat them on bread everyday, all three packs together lasted me 5 months."
389408,B000HTJH58,A13FZ1OWM49DH3,Linda of Celiac,0,0,5,1332806400,LUV IT,This product is the best and only granola - full of great items - fun to eat plain or with yogurt or spinkle on ice cream!
492945,B003TC7WN4,A64D484BZKW7C,mai nomura,0,0,4,1336003200,thanks!!!,"great service and delivery for a really good product. i am constantly looking for a good hazelnut coffee and so far this is the best, along with green mountain..."
345175,B0076MLL12,A18ZB4D4Y35516,JerryW,1,1,5,1332720000,Great Cocoa,I got these cocoa cups based on my sister-in-law's recommendation.  It has a great flavor and is inexpensive.  Quite a good combination.  I'll be ordering more very soon.
488457,B0013A0QXC,A2BQD3CQNVQU5I,G. Askew,1,1,5,1347667200,Superb!,"I have been drinking the _regular_ Senseo dark roast since the introduction of the Senseo.  I accidentally ordered the *French* Dark Roast recently, and what a pleasant surprise it is!  A bit smoother than the regular, but a very pleasant and complex taste.<br /><br />Something I find unique about Senseo is it tastes so good, and it actually is quite a different taste from Starbucks."
274869,B001NA78VK,A14HCVAESP0PPF,lucy burany,1,1,5,1341705600,Tasty,"I bought this mixed Turkish delight Pistachio,Almonds & Hazelnut ,I took it to my sister's house for my nephew 5th birthday among his gifts everyone at that party they all loved it they said it wasn't too sweet and the nuts inside are moderate perfect portion.I myself loved it too and I plan to order more in the future it is the perfect sweet to serve your guests after serving them espresso coffee.amazon thank you again as always for bringing us the International flavors to our home without spending a lot of money for traveling to get these sweets,"
567892,B005K4Q68Q,A1SPFZ5BOIMIXR,"Gracia K. Brailey ""music lovr""",1,1,4,1321833600,VERY PLEASED!!,"This is a great assortment and price...I only give it 4 stars because the peppermint is very weak in peppermint, so I add extract. Nice cocoa flavor to all, tho. Reminds me of ""homemade"""
466864,B0015MY6PC,A319T6YA9CNUZP,M. Lohorn,0,1,5,1255910400,great snack,"my kids are young adults and they love these!  the twists are handy, clean, and nutritious.  amazon has a very good price on the variety pack."
424854,B0041CIP3M,A28I19Q54MYXGV,Buffy,0,0,4,1328745600,Prima Taste Rendang Curry Sauce Kit,"Just made this tonight and it tastes great. Very quick and simple. I cooked some chicken thighs in a pan. Put some water and the sauce kit packet ingredients into a sauce pan. Added the finished chicken to the sauce, served over white rice and had a great meal. This is about as easy as it gets. I'm used to a beef rendang served at a local Malaysian restaurant and their version is a very thick paste. This is more of medium thickness sauce and the kit makes quite a bit. I had enough left over to save for lunch the next day. If you need a quick meal this will do quite nicely. My one complaint is that either the onion shallots or pandan leaf that is in the mix (not sure which) is a little chewy/tough. I would purchase this again."
370035,B0012ONHGC,A77RS6IT1K95Z,amazonwoman,0,0,5,1319846400,can't find in store!,"Another item found on Amazon, that I can't find in local stores anymore!  My family (including parents, siblings, and my own adult kids) really like this seasoning, which we used to buy locally, but, the store no longer carries it.  ""Montreal Steak seasoning"" is slightly similar, but, it has too many flavors and larger particles of spices, including carraway seeds (not a flavor I enjoy).  The Garlic Pepper has a slightly finer grind and adds a more enjoyable (IMO) flavor to grilled steaks and in our hamburger mix."
135878,B001LQG01K,A1G2UGY28LQ0RG,"I ove You ""Your Friend""",0,0,1,1323734400,I called the OU and they are not Pas Yisroel,A friend of mine bought for my children these cookies but before I allowed my children to eat them I called the OU and they are not Pas Yisroel!
51479,B004HOLD92,A1D4JTAAAHP6RH,"Rita Figari ""Rita""",0,0,5,1332028800,Healthy snacking made easy,These are sooo great tasting and the individual  packaging is  great to get them handy around. Perfect buy to stock up as the individual packets are rare to find and there are many favors available however this one is my favorite.
202470,B000TTPQBA,A2W0L4QHD840M0,"Krysta Mcfarland ""MotoKitty""",0,0,5,1232841600,I love this stuff!!,"I use this for everything!  In soup mixes that taste 'dull', in my spaghetti sauce, Alfredo sauce... and when I am sick, Vegeta melted in some hot water is all I need to feel soothed!  I wish I had found it sooner!  (And this size will last forever!)"
181973,B0009F3POY,AKRGDZSDBHY56,P. Gonzalez,2,2,5,1235001600,Love this tea!!!,"After getting the stomach flu my first week back to work, my milk production seriously took a plunge to almost nothing. I panicked and contacted my local La Leche League and they told me about this tea. I have to admit I was not wild to hear that it tasted somewhat like licorice since I do NOT like it but optimistic since I didn't want to stop nursing and thankfully with this tea and a tremendous increase in my water intake I am back to normal and now producing more than my precious baby needs. I highly recommend this tea to anyone who needs a boost in production!  Happy Nursing!!!"
396927,B000FBO9MO,A2ADZENCR04N40,FarAway,0,0,5,1267660800,Yummy!,"Great cookies.  Not overly sweet as most American cookies can be, with a hint of citrus.  Could not ask for more.  There is only 12 or so cookies in the box, but a decadent treat."
372985,B000E4C2PI,A152Z55HFBC5V6,Ed J. Hayes,1,1,5,1291334400,Cheaper than buying one bag at a time locally.,"My wife and I can go through these pretty fast. We eat them as snacks while watching TV. Amazon's bulk lot of 12 bags is cheaper per bag than buying at the local co-op. After eating 4 bags so far, we haven't had any issues with stale puffs. However, just like the locally bought ones, they do get stale pretty quick after opening (few days)."
328525,B002HG9R1I,AOUIWUINZ8I9P,Charles Dickens,10,11,5,1290384000,"The label says ""Extra hot"" - and it's right!","One wide-nostriled whiff of this stuff and you'll know how it felt to be gassed in the trenches during World War I, so when it arrives, use the same technique as chemists do which is to waft it towards your nose. (If you want to play a very horrible practical joke on someone, ask them to smell it without telling them what it is).<br /><br />Once it's inside your mouth, the vapors immediately travel up your nostrils and down your lungs and sting like hell. As you gasp for breath, it only serves to draw more vapors in, compounding the problem. My wife and kids, who refused to go near it, were in fits of laughter the first day I tried it. I'd periodically convulse at the dinner table as the fumes burned the lining of my respiratory system, unable to speak.<br /><br />If you enjoy the burning sensation if spicy foods you will love this. Obviously horseradish/wasabi are a different kind of heat to a chili pepper, but it adds a bit of variety.<br /><br />My favorite meal with this is to mix the sauce with sour cream, then serve over grilled steak, cherry tomatoes and arugula in warmed up French bread.  Delicious!  Don't forget the gas mask for your dining companions, and the video camera."
281866,B001CCXVPQ,A1LCEWERDYB9HT,tim,2,2,5,1298592000,Wonderful aroma. Delicious coffee.,"Jamaica Me Crazy is my new favorite. The aroma alone makes me smile. Unlike most flavored coffees, the taste delivers too. Awesome coffee!"
309959,B001SIRU42,A1MP1R79QTOKUW,"Dark Irishman ""Dark Irishman""",42,54,3,1272412800,Cheaper at Walmart,"Good stuff....but.  I'd gotten some at Walmart but didn't really pay attention to the price (for one bag).  I enjoyed it so much that I searched for it on Amazon (in bulk) and ordered three different flavors.  I happened to be in Walmart the next morning and discovered to my surprise that it was significantly cheaper there.  (Walmart $3.50 for a 3.5oz bag, Amazon about $23.00 for ten 1.5oz bags - almost 50 cents an ounce more from Amazon plus you have to purchase it in bulk).  I find that I tend to order blindly from Amazon when I'm actually purchasing from Amazon and not a third-party vendor because I'm so used to fantastic savings.  This was a bit of a wake-up call.  I will give kudos to Amazon for their customer service policies, though.  I was able to cancel my order relatively hassle free."
154570,B002AQ0OL2,A2870P46XR9MZF,Jake,1,1,1,1307750400,"HORRIBLE, BAD QUALITY & TERRIBLE VALUE!","My first order of the product several months ago was fine, good price and product worked, the last order was terrible.  While the price increase is not a big deal the quality and taste of the product has rapidly deteriorated.  My last order only about 10% of the cups worked, most had the seal broken and the other either had so little coffee in the cup it was like drinking hot yellow water. Additionally, most of the cups that were still sealed broke in the coffee maker.  Talk about a product going to hell, my first box was great.  I will never order from Timothy's again and am sorely disappointed in Amazon for continuing selling this product after all the negative feedback.  I use to trust Amazon but now it's just like buying from ebay.<br /><br />Buyer Beware!"
122996,B004X8DO8U,A2972NS4FP8TV,"reemas ""holla""",0,1,3,1327363200,Not bad but not quite there,"These pickles are spicy but to truly enjoy the ghost cili pepper you need to get burned. Unfortunately these pickles are diluted with the flavors of other chilies (habanero, jalape&ntilde;o, serrano, etc.) so it's difficult to enjoy the ghost chili's flavor itself. They come sliced and in a thick salsa like sauce. Not a bad flavor but not quite what I was looking for, which would be a more spicy, simple pickled flavor."
507923,B006N3IE6A,A9HY20STY69X4,Parker Brinson,0,0,3,1337299200,Good but not perfect,"Good, but the Green Mountain reserve Sumatra is better by 1- 1 and a half stars. Sort of tastes a little stale."
446328,B001EPQVUI,A2W5K1J5D3AP,"Soul to Steal ""&#34;Ruinmania&#34;""",6,7,5,1193184000,Delicious meat treat!,"These are real meat, not that terrible tasting slim-jim jerky fake meat garbage... From the very first bite the taste from these old wisconsin snack sticks is ooooh sooooo satisfying for any meaty snack craving you might get. Mmmmmmm<br /><br /> Old wisconsin is the only meat for me...  YUM!"
491813,B002MAROZA,A1B4917VQ36TVX,"J. Manly ""healthychoices""",0,0,5,1317945600,"A gluten-free, highly nutritious addition to cooked cereal & baked goods.","Among the basics I keep in my pantry is this sprouted organic golden flax seed powder. Shelf-stable, it allows the home baker to make a gluten-free version of the Cornell triple-rich baking formula by substituting sprouted flaxseed powder for the wheat germ. (Unfamiliar with the Cornell triple-rich formula? It's simple: In the bottom of a one cup measure, put 1 T soya flour, 1 T dry milk solids, and 1 tsp wheat germ. Fill the rest of the cup with sifted unbleached enriched flour.) You can, of course, add it in addition to the wheat germ.<br /><br />I routinely add 1 scoop (2T) of this product to each 1-1/2 to 2 cups of dry whole grains when I make cooked cereal.<br /><br />While I rarely use commercial mixes for baked goods & pancakes, when I do, I add up to 1 T of this product per cup of mix.<br /><br />IMHO, the product has a pleasant, light aroma. No one at our table has ever found it offensive, either in cooked cereal or in baked goods. Vegans and vegetarians will like the fact that this product is a good source of omega-3 fatty acids."
17224,B006K02VJC,A3TT0O61SEFDPA,"Buck Larou ""Mr Honesty""",0,0,3,1346198400,Oskri Coconut bars,"These bars are all natural and taste so good. And if your on a Weight Watchers diet, these bars are worth 5 points. The only down side is that arrive in the mail melted. I wish the seller would pack these in ice so they arrive in tact but that might be a dumb idea."
